,Sale_id,Sale_date,Country,Region,City,Product_name,Category,Storage,Color,Is_5g,Unit_price_usd,Discount_pct,Units_sold,Discounted_price_usd,Fx_rate_to_usd,Revenue_local_currency,Sales_channel,Payment_method,Customer_segment,Customer_age_group,Previous_device_os,Customer_rating,Return_status,Revenue_before_discount,Revenue_after_discount,Total_price_product,Price_range,Integer_part,Revenue_usd_currency
3280,SAMS-00003281,10-01-2022,Denmark,Europe,Aalborg,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Cream,Yes,1678.35,0,1,1678.35,6.9,11580.61,Authorized Reseller,Net Banking,Education,35–44,Android (Other),3.3,Kept,1678.35,1678.35,1678.35,Premium,11580,1678.35 DKK
3281,SAMS-00003282,12-03-2022,Denmark,Europe,Aalborg,Samsung Galaxy Watch 4 Classic,Galaxy Watch,Nil,Sapphire,No,252.67,15,1,214.77,6.9,1481.91,Carrier Store,Cash,Enterprise,25–34,Nil,3.3,Kept,252.67,214.77,252.67,Mid-range,1481,214.77 DKK
3282,SAMS-00003283,07-07-2022,Denmark,Europe,Aalborg,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Graphite,No,265.42,0,4,265.42,6.9,7325.59,Corporate / B2B,Debit Card,Individual,25–34,Feature Phone,Nil,Kept,1061.68,1061.68,1061.68,Mid-range,7325,1061.68 DKK
3283,SAMS-00003284,12-07-2022,Denmark,Europe,Aalborg,Samsung Galaxy Tab A9,Galaxy Tab,1 TB,Lime,No,217.98,12,1,191.82,6.9,1323.56,E-commerce Platform,Gift Card,Business,25–34,Nil,5.0,Kept,217.98,191.82,217.98,Mid-range,1323,191.82 DKK
3284,SAMS-00003285,31-08-2022,Denmark,Europe,Aalborg,Samsung Galaxy Tab S9 FE,Galaxy Tab,1 TB,Cream,No,416.58,7,1,387.42,6.9,2673.2,Authorized Reseller,Credit Card,Business,25–34,Nil,4.2,Exchanged,416.58,387.42,416.58,Mid-range,2673,387.42 DKK
3285,SAMS-00003286,05-09-2022,Denmark,Europe,Aalborg,Samsung Galaxy Tab A9+,Galaxy Tab,512 GB,Graphite,No,353.6,0,10,353.6,6.9,24398.4,Samsung Store,Gift Card,Business,45–54,Nil,Nil,Kept,3536.0,3536.0,3536.0,Mid-range,24398,3536.0 DKK
3286,SAMS-00003287,19-11-2022,Denmark,Europe,Aalborg,Samsung Galaxy Watch 6,Galaxy Watch,Nil,Silver,No,294.81,12,2,259.43,6.9,3580.13,E-commerce Platform,Samsung Pay,Education,18–24,Nil,3.8,Kept,589.62,518.86,589.62,Mid-range,3580,518.86 DKK
3287,SAMS-00003288,16-12-2022,Denmark,Europe,Aalborg,Samsung Galaxy S23 FE,Galaxy S,512 GB,Green,Yes,579.27,0,2,579.27,6.9,7993.93,Corporate / B2B,Cash,Government,18–24,Android (Samsung),Nil,Kept,1158.54,1158.54,1158.54,Upper Mid-range,7993,1158.54 DKK
3288,SAMS-00003289,26-12-2022,Denmark,Europe,Aalborg,Samsung Galaxy Tab A9,Galaxy Tab,512 GB,Graphite,No,229.65,2,4,225.06,6.9,6211.66,Authorized Reseller,Samsung Pay,Enterprise,25–34,Nil,2.8,Kept,918.6,900.24,918.6,Mid-range,6211,900.24 DKK
3289,SAMS-00003290,04-01-2023,Denmark,Europe,Aalborg,Samsung Galaxy Z Fold 5,Galaxy Z,512 GB,Green,Yes,1869.6,3,1,1813.51,6.9,12513.22,Samsung Store,Debit Card,Government,35–44,New User,Nil,Kept,1869.6,1813.51,1869.6,Premium,12513,1813.51 DKK
3290,SAMS-00003291,17-05-2023,Denmark,Europe,Aalborg,Samsung 32GB MicroSD Card,Accessories,Nil,White,No,8.77,0,2,8.77,6.9,121.03,Carrier Store,Cash,Government,25–34,Nil,3.4,Kept,17.54,17.54,17.54,Budget,121,17.54 DKK
3291,SAMS-00003292,05-08-2023,Denmark,Europe,Aalborg,Samsung Galaxy S24 Ultra,Galaxy S,256 GB,Graph,Yes,1240.07,5,2,1178.07,6.9,16257.37,Corporate / B2B,Debit Card,Enterprise,45–54,Android (Samsung),4.3,Kept,2480.14,2356.14,2480.14,Premium,16257,2356.14 DKK
3292,SAMS-00003293,08-10-2023,Denmark,Europe,Aalborg,Samsung Leather Phone Case,Accessories,Nil,Navy,No,46.41,15,1,39.45,6.9,272.21,Third-Party Retailer,EMI / Installment,Education,18–24,Nil,4.5,Returned,46.41,39.45,46.41,Budget,272,39.45 DKK
3293,SAMS-00003294,18-10-2023,Denmark,Europe,Aalborg,Samsung QE50Q80C QLED 50-inch,Smart TV,Nil,Black,No,915.84,0,4,915.84,6.9,25277.18,Samsung Store,Credit Card,Education,45–54,Nil,Nil,Kept,3663.36,3663.36,3663.36,Upper Mid-range,25277,3663.36 DKK
3294,SAMS-00003295,17-11-2023,Denmark,Europe,Aalborg,Samsung Galaxy Watch 6,Galaxy Watch,Nil,Cream,No,309.87,2,2,303.67,6.9,4190.65,Online (Samsung.com),Debit Card,Education,55+,Nil,3.2,Kept,619.74,607.34,619.74,Mid-range,4190,607.34 DKK
3295,SAMS-00003296,21-11-2023,Denmark,Europe,Aalborg,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,256 GB,Graphite,No,851.95,0,4,851.95,6.9,23513.82,E-commerce Platform,Debit Card,Business,35–44,Nil,3.7,Kept,3407.8,3407.8,3407.8,Upper Mid-range,23513,3407.8 DKK
3296,SAMS-00003297,10-12-2023,Denmark,Europe,Aalborg,Samsung Galaxy A33 5G,Galaxy A,64 GB,Awesome Violet,Yes,361.85,12,7,318.43,6.9,15380.17,E-commerce Platform,BNPL (Buy Now Pay Later),Business,18–24,Android (Samsung),Nil,Kept,2532.9500000000003,2229.01,2532.9500000000003,Mid-range,15380,2229.01 DKK
3297,SAMS-00003298,20-03-2024,Denmark,Europe,Aalborg,Samsung ViewFinity S9,Monitor,Nil,White,No,1513.24,0,1,1513.24,6.9,10441.36,Carrier Store,Debit Card,Government,35–44,Nil,3.8,Kept,1513.24,1513.24,1513.24,Premium,10441,1513.24 DKK
3298,SAMS-00003299,01-05-2024,Denmark,Europe,Aalborg,Samsung Galaxy S24,Galaxy S,128 GB,Phantom Black,Yes,798.08,0,1,798.08,6.9,5506.75,Third-Party Retailer,Gift Card,Government,25–34,iOS,4.4,Kept,798.08,798.08,798.08,Upper Mid-range,5506,798.08 DKK
3299,SAMS-00003300,02-05-2024,Denmark,Europe,Aalborg,Samsung QE50Q80C QLED 50-inch,Smart TV,Nil,Beige,No,969.94,0,2,969.94,6.9,13385.17,Third-Party Retailer,EMI / Installment,Government,55+,Nil,3.9,Kept,1939.88,1939.88,1939.88,Upper Mid-range,13385,1939.88 DKK
3300,SAMS-00003301,11-07-2024,Denmark,Europe,Aalborg,Samsung ViewFinity S9,Monitor,Nil,Black,No,1625.06,0,2,1625.06,6.9,22425.83,Samsung Store,EMI / Installment,Government,25–34,Nil,3.4,Kept,3250.12,3250.12,3250.12,Premium,22425,3250.12 DKK
3301,SAMS-00003302,11-08-2024,Denmark,Europe,Aalborg,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,Silver,Yes,48.78,12,2,42.93,6.9,592.43,Authorized Reseller,EMI / Installment,Individual,55+,Nil,4.2,Kept,97.56,85.86,97.56,Budget,592,85.86 DKK
3302,SAMS-00003303,03-01-2021,Denmark,Europe,Aarhus,Samsung ViewFinity S9,Monitor,Nil,Black,No,1372.68,5,6,1304.05,6.9,53987.67,Samsung Store,BNPL (Buy Now Pay Later),Business,18–24,Nil,3.0,Kept,8236.08,7824.299999999999,8236.08,Premium,53987,7824.3 DKK
3303,SAMS-00003304,18-03-2021,Denmark,Europe,Aarhus,Samsung WindFree AC 1.5 Ton,Appliances,Nil,Silver,No,735.14,10,2,661.63,6.9,9130.49,Authorized Reseller,EMI / Installment,Individual,45–54,Nil,5.0,Kept,1470.28,1323.26,1470.28,Upper Mid-range,9130,1323.26 DKK
3304,SAMS-00003305,21-06-2021,Denmark,Europe,Aarhus,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Black,No,150.03,0,2,150.03,6.9,2070.41,Third-Party Retailer,Samsung Pay,Education,18–24,Android (Other),Nil,Kept,300.06,300.06,300.06,Mid-range,2070,300.06 DKK
3305,SAMS-00003306,30-05-2022,Denmark,Europe,Aarhus,Samsung Galaxy S23+,Galaxy S,256 GB,Titanium Gray,Yes,1005.9,0,1,1005.9,6.9,6940.71,Online (Samsung.com),Samsung Pay,Enterprise,55+,Android (Samsung),3.4,Exchanged,1005.9,1005.9,1005.9,Premium,6940,1005.9 DKK
3306,SAMS-00003307,11-06-2022,Denmark,Europe,Aarhus,Samsung Galaxy Tab A9,Galaxy Tab,256 GB,Graphite,No,225.89,7,2,210.08,6.9,2899.1,Carrier Store,Gift Card,Business,35–44,Nil,5.0,Kept,451.78,420.16,451.78,Mid-range,2899,420.16 DKK
3307,SAMS-00003308,23-08-2022,Denmark,Europe,Aarhus,Samsung Galaxy Buds FE,Galaxy Buds,Nil,Cream,No,105.19,10,1,94.67,6.9,653.22,Third-Party Retailer,EMI / Installment,Business,45–54,Nil,3.8,Kept,105.19,94.67,105.19,Mid-range,653,94.67 DKK
3308,SAMS-00003309,18-12-2022,Denmark,Europe,Aarhus,Samsung Galaxy S22,Galaxy S,512 GB,Titanium Gray,Yes,699.55,0,2,699.55,6.9,9653.79,Corporate / B2B,BNPL (Buy Now Pay Later),Education,18–24,Feature Phone,3.0,Exchanged,1399.1,1399.1,1399.1,Upper Mid-range,9653,1399.1 DKK
3309,SAMS-00003310,19-12-2022,Denmark,Europe,Aarhus,Samsung Galaxy S21 FE,Galaxy S,1 TB,Lime,No,460.91,20,1,368.73,6.9,2544.24,Third-Party Retailer,Cash,Business,55+,iOS,Nil,Kept,460.91,368.73,460.91,Mid-range,2544,368.73 DKK
3310,SAMS-00003311,04-02-2023,Denmark,Europe,Aarhus,Samsung Leather Phone Case,Accessories,Nil,Blue,No,49.96,12,5,43.96,6.9,1516.62,Samsung Store,Cash,Government,35–44,Nil,4.5,Kept,249.8,219.8,249.8,Budget,1516,219.8 DKK
3311,SAMS-00003312,11-02-2023,Denmark,Europe,Aarhus,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Graph,Yes,1061.22,0,3,1061.22,6.9,21967.25,Online (Samsung.com),Samsung Pay,Business,35–44,Android (Samsung),4.5,Returned,3183.66,3183.66,3183.66,Premium,21967,3183.66 DKK
3312,SAMS-00003313,19-02-2023,Denmark,Europe,Aarhus,Samsung Galaxy Tab S9,Galaxy Tab,1 TB,Graphite,No,840.35,10,5,756.32,6.9,26093.04,Online (Samsung.com),EMI / Installment,Business,18–24,Nil,3.0,Exchanged,4201.75,3781.6000000000004,4201.75,Upper Mid-range,26093,3781.6 DKK
3313,SAMS-00003314,21-04-2023,Denmark,Europe,Aarhus,Samsung Galaxy S23 Ultra,Galaxy S,256 GB,Green,Yes,1232.14,15,4,1047.32,6.9,28906.03,Corporate / B2B,EMI / Installment,Individual,45–54,New User,4.6,Kept,4928.56,4189.28,4928.56,Premium,28906,4189.28 DKK
3314,SAMS-00003315,14-06-2023,Denmark,Europe,Aarhus,Samsung Galaxy Z Flip 3,Galaxy Z,256 GB,Green,Yes,715.92,0,1,715.92,6.9,4939.85,E-commerce Platform,EMI / Installment,Government,35–44,Android (Samsung),3.4,Kept,715.92,715.92,715.92,Upper Mid-range,4939,715.92 DKK
3315,SAMS-00003316,31-08-2023,Denmark,Europe,Aarhus,Samsung 25L Microwave,Appliances,Nil,White,No,214.35,20,2,171.48,6.9,2366.42,Samsung Store,Net Banking,Business,55+,Nil,3.9,Exchanged,428.7,342.96,428.7,Mid-range,2366,342.96 DKK
3316,SAMS-00003317,15-09-2023,Denmark,Europe,Aarhus,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,1 TB,Lime,No,1165.47,3,3,1130.51,6.9,23401.56,Third-Party Retailer,Credit Card,Individual,35–44,Nil,4.1,Kept,3496.41,3391.5299999999997,3496.41,Premium,23401,3391.53 DKK
3317,SAMS-00003318,03-12-2023,Denmark,Europe,Aarhus,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,1 TB,Lime,No,839.39,15,2,713.48,6.9,9846.02,Online (Samsung.com),Gift Card,Government,35–44,Nil,4.7,Kept,1678.78,1426.96,1678.78,Upper Mid-range,9846,1426.96 DKK
3318,SAMS-00003319,07-12-2023,Denmark,Europe,Aarhus,Samsung Galaxy A14 5G,Galaxy A,64 GB,Awesome Violet,Yes,200.36,0,1,200.36,6.9,1382.48,Authorized Reseller,Gift Card,Business,18–24,Android (Samsung),Nil,Kept,200.36,200.36,200.36,Mid-range,1382,200.36 DKK
3319,SAMS-00003320,15-03-2024,Denmark,Europe,Aarhus,Samsung 45W USB-C Charger,Accessories,Nil,Black,No,47.76,15,6,40.6,6.9,1680.84,Carrier Store,EMI / Installment,Business,18–24,Nil,Nil,Kept,286.56,243.60000000000002,286.56,Budget,1680,243.6 DKK
3320,SAMS-00003321,05-04-2024,Denmark,Europe,Aarhus,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,512 GB,Graphite,No,970.38,15,2,824.82,6.9,11382.52,E-commerce Platform,Cash,Education,18–24,Nil,4.7,Kept,1940.76,1649.64,1940.76,Upper Mid-range,11382,1649.64 DKK
3321,SAMS-00003322,21-05-2024,Denmark,Europe,Aarhus,Samsung ViewFinity S9,Monitor,Nil,White,No,1617.59,15,1,1374.95,6.9,9487.16,Third-Party Retailer,Samsung Pay,Government,18–24,Nil,Nil,Kept,1617.59,1374.95,1617.59,Premium,9487,1374.95 DKK
3322,SAMS-00003323,28-06-2024,Denmark,Europe,Aarhus,Samsung 45W USB-C Charger,Accessories,Nil,White,No,49.93,0,1,49.93,6.9,344.52,Authorized Reseller,EMI / Installment,Education,25–34,Nil,2.6,Kept,49.93,49.93,49.93,Budget,344,49.93 DKK
3323,SAMS-00003324,11-07-2024,Denmark,Europe,Aarhus,Samsung Galaxy S23+,Galaxy S,128 GB,Green,Yes,1009.55,0,1,1009.55,6.9,6965.9,Third-Party Retailer,EMI / Installment,Individual,18–24,iOS,4.7,Exchanged,1009.55,1009.55,1009.55,Premium,6965,1009.55 DKK
3324,SAMS-00003325,07-12-2024,Denmark,Europe,Aarhus,Samsung Galaxy Buds FE,Galaxy Buds,Nil,Lime,No,96.56,20,1,77.25,6.9,533.02,Online (Samsung.com),Net Banking,Individual,35–44,Nil,3.6,Kept,96.56,77.25,96.56,Budget,533,77.25 DKK
3325,SAMS-00003326,31-01-2021,Denmark,Europe,Copenhagen,Samsung Galaxy Tab S9+,Galaxy Tab,512 GB,Graphite,No,1073.2,15,1,912.22,6.9,6294.32,E-commerce Platform,Samsung Pay,Government,55+,Nil,4.4,Kept,1073.2,912.22,1073.2,Premium,6294,912.22 DKK
3326,SAMS-00003327,19-03-2021,Denmark,Europe,Copenhagen,Samsung Galaxy Buds 2 Pro,Galaxy Buds,Nil,Graphite,No,238.88,2,1,234.1,6.9,1615.29,Samsung Store,EMI / Installment,Government,35–44,Nil,2.6,Kept,238.88,234.1,238.88,Mid-range,1615,234.1 DKK
3327,SAMS-00003328,01-08-2021,Denmark,Europe,Copenhagen,Samsung 11kg Washer-Dryer Combo,Appliances,Nil,Silver,No,1196.91,12,4,1053.28,6.9,29070.53,Online (Samsung.com),Debit Card,Individual,25–34,Nil,4.6,Kept,4787.64,4213.12,4787.64,Premium,29070,4213.12 DKK
3328,SAMS-00003329,01-08-2021,Denmark,Europe,Copenhagen,Samsung Leather Phone Case,Accessories,Nil,Silver,No,47.05,0,2,47.05,6.9,649.29,Online (Samsung.com),Debit Card,Government,35–44,Nil,4.2,Kept,94.1,94.1,94.1,Budget,649,94.1 DKK
3329,SAMS-00003330,23-08-2021,Denmark,Europe,Copenhagen,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome Violet,Yes,409.93,5,1,389.43,6.9,2687.07,Samsung Store,Cash,Enterprise,25–34,Android (Samsung),Nil,Kept,409.93,389.43,409.93,Mid-range,2687,389.43 DKK
3330,SAMS-00003331,30-11-2021,Denmark,Europe,Copenhagen,Samsung Galaxy Z Fold 4,Galaxy Z,512 GB,Icy Blue,Yes,1689.57,20,1,1351.66,6.9,9326.45,Samsung Store,BNPL (Buy Now Pay Later),Individual,35–44,Android (Other),3.4,Returned,1689.57,1351.66,1689.57,Premium,9326,1351.66 DKK
3331,SAMS-00003332,09-02-2022,Denmark,Europe,Copenhagen,Samsung 11kg Washer-Dryer Combo,Appliances,Nil,Black,No,1158.5,0,1,1158.5,6.9,7993.65,Samsung Store,Gift Card,Education,35–44,Nil,2.9,Kept,1158.5,1158.5,1158.5,Premium,7993,1158.5 DKK
3332,SAMS-00003333,15-02-2022,Denmark,Europe,Copenhagen,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,512 GB,Graphite,No,909.77,15,3,773.3,6.9,16007.31,Authorized Reseller,Credit Card,Education,55+,Nil,Nil,Kept,2729.31,2319.8999999999996,2729.31,Upper Mid-range,16007,2319.9 DKK
3333,SAMS-00003334,10-04-2022,Denmark,Europe,Copenhagen,Samsung Neo QLED 8K QN900C,Smart TV,Nil,Beige,No,4910.59,7,1,4566.85,6.9,31511.27,Samsung Store,BNPL (Buy Now Pay Later),Business,35–44,Nil,Nil,Kept,4910.59,4566.85,4910.59,Premium,31511,4566.85 DKK
3334,SAMS-00003335,24-08-2022,Denmark,Europe,Copenhagen,Samsung French Door Refrigerator,Appliances,Nil,Silver,No,1700.24,10,2,1530.22,6.9,21117.04,Third-Party Retailer,Debit Card,Education,25–34,Nil,4.3,Kept,3400.48,3060.44,3400.48,Premium,21117,3060.44 DKK
3335,SAMS-00003336,05-11-2022,Denmark,Europe,Copenhagen,Samsung Crystal UHD 43-inch,Smart TV,Nil,Beige,No,573.49,0,1,573.49,6.9,3957.08,Carrier Store,Net Banking,Business,55+,Nil,4.7,Kept,573.49,573.49,573.49,Upper Mid-range,3957,573.49 DKK
3336,SAMS-00003337,04-01-2023,Denmark,Europe,Copenhagen,Samsung Galaxy A24,Galaxy A,256 GB,Awesome Lime,No,234.67,0,1,234.67,6.9,1619.22,Authorized Reseller,BNPL (Buy Now Pay Later),Enterprise,35–44,Feature Phone,Nil,Returned,234.67,234.67,234.67,Mid-range,1619,234.67 DKK
3337,SAMS-00003338,05-04-2023,Denmark,Europe,Copenhagen,Samsung Galaxy M04,Galaxy M,64 GB,Prism Black,No,91.9,3,7,89.14,6.9,4305.46,Authorized Reseller,Net Banking,Government,25–34,Feature Phone,3.8,Kept,643.3000000000001,623.98,643.3000000000001,Budget,4305,623.98 DKK
3338,SAMS-00003339,24-05-2023,Denmark,Europe,Copenhagen,Samsung 9kg Front Load Washer,Appliances,Nil,Silver,No,834.23,5,3,792.52,6.9,16405.16,Corporate / B2B,Net Banking,Government,35–44,Nil,2.7,Kept,2502.69,2377.56,2502.69,Upper Mid-range,16405,2377.56 DKK
3339,SAMS-00003340,04-06-2023,Denmark,Europe,Copenhagen,Samsung Galaxy Tab S9,Galaxy Tab,128 GB,Graphite,No,752.7,12,4,662.38,6.9,18281.69,Third-Party Retailer,Samsung Pay,Education,55+,Nil,3.4,Kept,3010.8,2649.52,3010.8,Upper Mid-range,18281,2649.52 DKK
3340,SAMS-00003341,18-08-2023,Denmark,Europe,Copenhagen,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Violet,No,131.27,5,5,124.71,6.9,4302.49,Online (Samsung.com),Samsung Pay,Government,25–34,Android (Other),3.3,Kept,656.35,623.55,656.35,Mid-range,4302,623.55 DKK
3341,SAMS-00003342,19-10-2023,Denmark,Europe,Copenhagen,Samsung OLED S95C 65-inch,Smart TV,Nil,Black,No,2290.04,0,1,2290.04,6.9,15801.28,Authorized Reseller,Cash,Government,25–34,Nil,4.8,Kept,2290.04,2290.04,2290.04,Premium,15801,2290.04 DKK
3342,SAMS-00003343,22-12-2023,Denmark,Europe,Copenhagen,Samsung T55 27-inch FHD,Monitor,Nil,Black,No,247.4,15,1,210.29,6.9,1451.0,Online (Samsung.com),Gift Card,Enterprise,45–54,Nil,3.5,Kept,247.4,210.29,247.4,Mid-range,1451,210.29 DKK
3343,SAMS-00003344,04-01-2024,Denmark,Europe,Copenhagen,Samsung Wireless Charger Pad,Accessories,Nil,Black,No,50.57,15,1,42.98,6.9,296.56,Third-Party Retailer,Credit Card,Business,55+,Nil,3.2,Kept,50.57,42.98,50.57,Budget,296,42.98 DKK
3344,SAMS-00003345,24-02-2024,Denmark,Europe,Copenhagen,Samsung Galaxy Tab A9,Galaxy Tab,256 GB,Silver,No,220.91,7,1,205.45,6.9,1417.61,Carrier Store,Credit Card,Government,18–24,Nil,Nil,Kept,220.91,205.45,220.91,Mid-range,1417,205.45 DKK
3345,SAMS-00003346,10-04-2024,Denmark,Europe,Copenhagen,Samsung 45W USB-C Charger,Accessories,Nil,Black,No,52.26,15,1,44.42,6.9,306.5,Online (Samsung.com),EMI / Installment,Business,55+,Nil,4.2,Kept,52.26,44.42,52.26,Budget,306,44.42 DKK
3346,SAMS-00003347,18-04-2024,Denmark,Europe,Copenhagen,Samsung Galaxy S22+,Galaxy S,512 GB,Titanium Violet,Yes,820.79,0,2,820.79,6.9,11326.9,Carrier Store,Cash,Education,35–44,Android (Samsung),4.3,Kept,1641.58,1641.58,1641.58,Upper Mid-range,11326,1641.58 DKK
3347,SAMS-00003348,01-07-2024,Denmark,Europe,Copenhagen,Samsung Galaxy Watch 4,Galaxy Watch,Nil,Graphite,No,193.25,7,3,179.72,6.9,3720.2,Third-Party Retailer,EMI / Installment,Education,35–44,Nil,Nil,Kept,579.75,539.16,579.75,Mid-range,3720,539.16 DKK
3348,SAMS-00003349,28-07-2024,Denmark,Europe,Copenhagen,Samsung Galaxy Tab A9+,Galaxy Tab,512 GB,Cream,No,376.5,5,1,357.68,6.9,2467.99,Online (Samsung.com),Credit Card,Individual,35–44,Nil,3.2,Kept,376.5,357.68,376.5,Mid-range,2467,357.68 DKK
3349,SAMS-00003350,31-07-2024,Denmark,Europe,Copenhagen,Samsung Galaxy A04,Galaxy A,64 GB,Awesome White,No,116.14,0,2,116.14,6.9,1602.73,Authorized Reseller,BNPL (Buy Now Pay Later),Government,25–34,Android (Samsung),Nil,Kept,232.28,232.28,232.28,Mid-range,1602,232.28 DKK
3350,SAMS-00003351,08-01-2021,Denmark,Europe,Esbjerg,Samsung Galaxy S23+,Galaxy S,512 GB,Cream,Yes,1008.83,0,1,1008.83,6.9,6960.93,Carrier Store,BNPL (Buy Now Pay Later),Enterprise,55+,New User,3.4,Kept,1008.83,1008.83,1008.83,Premium,6960,1008.83 DKK
3351,SAMS-00003352,15-01-2021,Denmark,Europe,Esbjerg,Samsung Galaxy S22 Ultra,Galaxy S,128 GB,Phantom Black,Yes,1193.61,0,1,1193.61,6.9,8235.91,E-commerce Platform,Cash,Government,35–44,New User,3.3,Kept,1193.61,1193.61,1193.61,Premium,8235,1193.61 DKK
3352,SAMS-00003353,11-03-2021,Denmark,Europe,Esbjerg,Samsung Galaxy S23+,Galaxy S,256 GB,Titanium Black,Yes,979.53,3,2,950.14,6.9,13111.93,Corporate / B2B,Cash,Business,18–24,New User,2.7,Kept,1959.06,1900.28,1959.06,Upper Mid-range,13111,1900.28 DKK
3353,SAMS-00003354,12-04-2021,Denmark,Europe,Esbjerg,Samsung 45W USB-C Charger,Accessories,Nil,Blue,No,52.03,0,1,52.03,6.9,359.01,Online (Samsung.com),Debit Card,Education,35–44,Nil,3.6,Kept,52.03,52.03,52.03,Budget,359,52.03 DKK
3354,SAMS-00003355,20-04-2021,Denmark,Europe,Esbjerg,Samsung Galaxy A04s,Galaxy A,128 GB,Awesome Graphite,No,138.78,2,1,136.0,6.9,938.4,E-commerce Platform,EMI / Installment,Business,45–54,Feature Phone,3.2,Kept,138.78,136.0,138.78,Mid-range,938,136.0 DKK
3355,SAMS-00003356,09-06-2021,Denmark,Europe,Esbjerg,Samsung Smart Tag 2,Accessories,Nil,Silver,No,27.43,7,1,25.51,6.9,176.02,E-commerce Platform,EMI / Installment,Individual,35–44,Nil,2.9,Kept,27.43,25.51,27.43,Budget,176,25.51 DKK
3356,SAMS-00003357,12-06-2021,Denmark,Europe,Esbjerg,Samsung Galaxy Buds FE,Galaxy Buds,Nil,Cream,No,104.85,3,1,101.7,6.9,701.73,Samsung Store,Credit Card,Individual,55+,Nil,4.7,Kept,104.85,101.7,104.85,Mid-range,701,101.7 DKK
3357,SAMS-00003358,20-10-2021,Denmark,Europe,Esbjerg,Samsung Galaxy S24+,Galaxy S,128 GB,Titanium Violet,Yes,975.26,2,1,955.75,6.9,6594.68,Corporate / B2B,Gift Card,Education,18–24,Android (Other),4.0,Kept,975.26,955.75,975.26,Upper Mid-range,6594,955.75 DKK
3358,SAMS-00003359,13-11-2021,Denmark,Europe,Esbjerg,Samsung Galaxy Buds FE,Galaxy Buds,Nil,Bora Purple,No,100.54,10,4,90.49,6.9,2497.52,Authorized Reseller,BNPL (Buy Now Pay Later),Enterprise,18–24,Nil,3.1,Kept,402.16,361.96,402.16,Mid-range,2497,361.96 DKK
3359,SAMS-00003360,04-12-2021,Denmark,Europe,Esbjerg,Samsung The Frame 55-inch,Smart TV,Nil,White,No,1255.8,10,1,1130.22,6.9,7798.52,Online (Samsung.com),EMI / Installment,Education,25–34,Nil,3.2,Kept,1255.8,1130.22,1255.8,Premium,7798,1130.22 DKK
3360,SAMS-00003361,05-12-2021,Denmark,Europe,Esbjerg,Samsung Galaxy Buds 2 Pro,Galaxy Buds,Nil,Cream,No,219.88,0,1,219.88,6.9,1517.17,E-commerce Platform,Credit Card,Business,55+,Nil,2.9,Kept,219.88,219.88,219.88,Mid-range,1517,219.88 DKK
3361,SAMS-00003362,08-03-2022,Denmark,Europe,Esbjerg,Samsung Galaxy A14 5G,Galaxy A,128 GB,Awesome Peach,Yes,191.03,0,4,191.03,6.9,5272.43,Third-Party Retailer,Cash,Education,45–54,Android (Samsung),4.9,Kept,764.12,764.12,764.12,Mid-range,5272,764.12 DKK
3362,SAMS-00003363,11-05-2022,Denmark,Europe,Esbjerg,Samsung Galaxy S23,Galaxy S,512 GB,Graph,Yes,821.16,5,1,780.1,6.9,5382.69,Carrier Store,Credit Card,Individual,45–54,Android (Samsung),2.7,Kept,821.16,780.1,821.16,Upper Mid-range,5382,780.1 DKK
3363,SAMS-00003364,10-06-2022,Denmark,Europe,Esbjerg,Samsung Crystal UHD 43-inch,Smart TV,Nil,Beige,No,539.26,20,2,431.41,6.9,5953.46,Samsung Store,Net Banking,Education,45–54,Nil,Nil,Kept,1078.52,862.82,1078.52,Upper Mid-range,5953,862.82 DKK
3364,SAMS-00003365,13-06-2022,Denmark,Europe,Esbjerg,Samsung Galaxy Z Flip 3,Galaxy Z,256 GB,Green,Yes,685.78,7,1,637.78,6.9,4400.68,Third-Party Retailer,Debit Card,Enterprise,25–34,New User,4.4,Kept,685.78,637.78,685.78,Upper Mid-range,4400,637.78 DKK
3365,SAMS-00003366,10-09-2022,Denmark,Europe,Esbjerg,Samsung Galaxy Watch 5,Galaxy Watch,Nil,Cream,No,245.92,2,1,241.0,6.9,1662.9,Samsung Store,Samsung Pay,Enterprise,25–34,Nil,3.8,Kept,245.92,241.0,245.92,Mid-range,1662,241.0 DKK
3366,SAMS-00003367,12-10-2022,Denmark,Europe,Esbjerg,Samsung M8 4K Smart Monitor,Monitor,Nil,White,No,711.77,20,1,569.42,6.9,3929.0,Online (Samsung.com),Debit Card,Individual,45–54,Nil,2.7,Kept,711.77,569.42,711.77,Upper Mid-range,3929,569.42 DKK
